Name,Address,City,State,Website,Phone Number,Category,Source
Alts | Alteration Specialists - Chelsea | Tailoring & Alteration Services,"511, 20th, St, New York, NY, 10011",New York,NY,https://www.alterationspecialists.com/,+1 646-590-2379,NYC - Clothing Alterations & Repair,Circular NYC.kml
Wo's Custom Tailoring | Alterations | Suits & Wedding Gowns | Upper East Side,"1386, 2nd, Ave, New York, NY, 10021",New York,NY,http://www.woscustomtailoring.com/,+1 212-988-9889,NYC - Clothing Alterations & Repair,Circular NYC.kml
Alts | Alteration Specialists - Upper West Side | Tailoring & Alteration Services,"143, 72nd, St, New York, NY, 10023",New York,NY,https://www.alterationspecialists.com/,+1 917-261-7983,NYC - Clothing Alterations & Repair,Circular NYC.kml
Alts | Alteration Specialists - Union Square | Tailoring & Alteration Services,"89, 5th, Ave, New York, NY, 10003",New York,NY,https://www.alterationspecialists.com/,+1 212-929-0755,NYC - Clothing Alterations & Repair,Circular NYC.kml
Alterations Dot Com Tailor Shop,"805 3rd Ave 3rd Floor Suite 3080, New York, NY 10022, United States",,,https://www.alterations.com/,+1 212-392-5711,NYC - Clothing Alterations & Repair,Circular NYC.kml
MAGICFITTERS OF NY,"57, 16th, St, New York, NY, 10012",New York,NY,http://magicfitters.com/,+1 212-903-5885,NYC - Clothing Alterations & Repair,Circular NYC.kml
Kabbani Tailor,"101, 74th, St, New York, NY, 10023",New York,NY,https://www.google.com/search?q=Kabbani Tailor,+1 646-559-0400,NYC - Clothing Alterations & Repair,Circular NYC.kml
Alteration Specialists - SoHo,"132, Crosby, St, New York, NY, 10012",New York,NY,http://www.alterationspecialists.com/,+1 646-677-4077,NYC - Clothing Alterations & Repair,Circular NYC.kml
Julia Custom Tailor and Alteration,"212, 85th, St, New York, NY, 10028",New York,NY,http://juliacustomtailor.com/,+1 212-794-1099,NYC - Clothing Alterations & Repair,Circular NYC.kml
Wazin Custom Tailor & Alterations,"57, 57th, St, New York, NY, 10019",New York,NY,http://www.wazins.com/,+1 212-752-2239,NYC - Clothing Alterations & Repair,Circular NYC.kml
Beyond Bespoke,"45, 46th, St, New York, NY, 10036",New York,NY,http://www.beyondbespoke.com/,+1 212-918-1966,NYC - Clothing Alterations & Repair,Circular NYC.kml
Alts | Alteration Specialists - East 60th Street | Tailoring & Alteration Services,"30, 60th, St, New York, NY, 10022",New York,NY,http://www.alterationspecialists.com/,+1 917-388-2122,NYC - Clothing Alterations & Repair,Circular NYC.kml
East Side Tailor,"434, 11th, St, New York, NY, 10009",New York,NY,https://eastsidetailor.com/home,+1 347-698-2135,NYC - Clothing Alterations & Repair,Circular NYC.kml
The Tailoring Room,"42, Clinton, St, New York, NY, 10002",New York,NY,http://www.thetailoringroom.com/,+1 212-253-2031,NYC - Clothing Alterations & Repair,Circular NYC.kml
Shopboy,"62, Walker, St, New York, NY, 10013",New York,NY,https://www.shopboyny.com/,Not Available,NYC - Clothing Alterations & Repair,Circular NYC.kml
Charlie’s Custom Tailor Alterations,"46, 46th, St, New York, NY, 10036",New York,NY,http://www.charliescustomtailor.com/,+1 212-354-4447,NYC - Clothing Alterations & Repair,Circular NYC.kml
John & Marios Tailors,"244, 60th, St, New York, NY, 10022",New York,NY,https://johnsnyc.business.site/%3Futm_source%3Dgmb%26utm_medium%3Dreferral,+1 212-813-1802,NYC - Clothing Alterations & Repair,Circular NYC.kml
SergStudios Alterations & Designer Inc.,"246, 38th, St, New York, NY, 10018",New York,NY,http://sergstudiosad.com/,+1 646-964-5353,NYC - Clothing Alterations & Repair,Circular NYC.kml
6 Avenue Tailor,"1400, 6th, Ave, New York, NY, 10019",New York,NY,http://6avenuetailor.com/,+1 212-593-1925,NYC - Clothing Alterations & Repair,Circular NYC.kml
Tailored by Ornela,"862, Lexington, Ave, New York, NY, 10065",New York,NY,http://www.tailoredbyornela.com/,+1 646-861-2943,NYC - Clothing Alterations & Repair,Circular NYC.kml
Alts | Alteration Specialists - Tribeca | Tailoring & Alteration Services,"66, Broadway, New York, NY, 10007",New York,NY,http://www.alterationspecialists.com/,+1 212-587-1001,NYC - Clothing Alterations & Repair,Circular NYC.kml
Selene Bridal Alterations,"271, 10th, St, New York, NY, 10009",New York,NY,http://www.selenenyc.com/,+1 646-406-2546,NYC - Clothing Alterations & Repair,Circular NYC.kml
55 Express Tailor Repair,"55, Clinton, St, New York, NY, 10002",New York,NY,https://www.google.com/search?q=55 Express Tailor Repair,+1 212-228-8909,NYC - Clothing Alterations & Repair,Circular NYC.kml
Hong Kong Tailors,"136, Waverly, Pl, New York, NY, 10014",New York,NY,http://www.tailorsnewyork.com/,+1 332-334-4880,NYC - Clothing Alterations & Repair,Circular NYC.kml
Alteration Concept,"267, 17th, St, New York, NY, 10011",New York,NY,http://www.alterationchelsea.com/,+1 212-897-6543,NYC - Clothing Alterations & Repair,Circular NYC.kml
Flatiron Tailor Shop,"20, 22nd, St, New York, NY, 10010",New York,NY,https://www.instagram.com/flatirontailorshop/,+1 212-242-2495,NYC - Clothing Alterations & Repair,Circular NYC.kml
Orchard Express Tailor Shop,"136, Orchard, St, New York, NY, 10002",New York,NY,https://www.google.com/search?q=Orchard Express Tailor Shop,+1 347-893-8102,NYC - Clothing Alterations & Repair,Circular NYC.kml
Dejavu Tailoring and Boutique,"223, 60th, St, New York, NY, 10022",New York,NY,http://www.dejavu.nyc/,+1 212-355-6598,NYC - Clothing Alterations & Repair,Circular NYC.kml
Tailoress Atelier,"144, Manhattan, Ave, Brooklyn, NY, 11206",Brooklyn,NY,http://www.tailoressbk.com/,+1 347-857-7678,NYC - Clothing Alterations & Repair,Circular NYC.kml
Village Tailor & Cleaners,"125, Sullivan, St, New York, NY, 10012",New York,NY,https://village-tailor-cleaners.business.site/,+1 212-925-9667,NYC - Clothing Alterations & Repair,Circular NYC.kml
Peppino Tailors,"138, 61st, St, New York, NY, 10065",New York,NY,http://www.peppinotailors.com/,+1 212-832-3844,NYC - Clothing Alterations & Repair,Circular NYC.kml
Sew In Love Bridal Alterations,"55, 39th, St, New York, NY, 10018",New York,NY,https://sewinloveny.com/,+1 212-498-9166,NYC - Clothing Alterations & Repair,Circular NYC.kml
Alpha Tailor Shop,"128, Rivington, St, New York, NY, 10002",New York,NY,http://www.alphatailorshop.com/,+1 212-228-9069,NYC - Clothing Alterations & Repair,Circular NYC.kml
SewWhatAndWear NYC,"299, Pearl, St, New York, NY, 10038",New York,NY,http://sewwhatandwear.com/,+1 212-587-3945,NYC - Clothing Alterations & Repair,Circular NYC.kml
Dashnor Tailoring,"320, 81st, St, New York, NY, 10028",New York,NY,http://www.dashnorbegaj.com/,+1 212-861-1157,NYC - Clothing Alterations & Repair,Circular NYC.kml
Stanton Tailor Shop,"90-96, Stanton, St, New York, NY, 10002",New York,NY,http://www.thestantontailor.com/,+1 212-353-9753,NYC - Clothing Alterations & Repair,Circular NYC.kml
Sky Blue Cleaners & UptownTailors,"354, St Nicholas, Ave, New York, NY, 10027",New York,NY,http://skybluecleaners.com/,+1 917-232-5083,NYC - Clothing Alterations & Repair,Circular NYC.kml
Laura & Melinda Inc,"157, Rivington, St, New York, NY, 10002",New York,NY,https://lauraandmelinda.wordpress.com/,+1 212-228-4500,NYC - Clothing Alterations & Repair,Circular NYC.kml
Tailors Atelier,"15, Canal, Pl, The Bronx, NY, 10451",The Bronx,NY,http://www.tailorsatelier.com/,+1 646-952-3606,NYC - Clothing Alterations & Repair,Circular NYC.kml
Wilfred's Tailoring,"39, 32nd, St, New York, NY, 10001",New York,NY,https://www.google.com/search?q=Wilfred's Tailoring,+1 212-242-3030,NYC - Clothing Alterations & Repair,Circular NYC.kml
Master Tailor,"77, 85th, St, New York, NY, 10024",New York,NY,http://www.mastertailornyc.com/,+1 917-261-2696,NYC - Clothing Alterations & Repair,Circular NYC.kml
"Alteration Shop NYC - Tailor Near Me, Suit Alterations, Suit Tailor NYC","37, 57th, St, New York, NY, 10019",New York,NY,http://alterationshopnyc.com/,+1 212-588-8825,NYC - Clothing Alterations & Repair,Circular NYC.kml
Luxtailor,"20, 68th, St, New York, NY, 10065",New York,NY,https://www.luxtailor.com/,+1 212-759-6004,NYC - Clothing Alterations & Repair,Circular NYC.kml
La Rukico Custom Suits NYC - Bespoke Tailors,"152, 48th, St, New York, NY, 10017",New York,NY,https://www.tailor.com/,+1 212-832-0725,NYC - Clothing Alterations & Repair,Circular NYC.kml
New Express Tailor Shop Inc,"92, Rivington, St, New York, NY, 10002",New York,NY,https://www.google.com/search?q=New Express Tailor Shop Inc,+1 212-674-7341,NYC - Clothing Alterations & Repair,Circular NYC.kml
Morris Cleaners | Dry Cleaners | Tailor | Alterations,"435, 86th, St, New York, NY, 10028",New York,NY,https://morriscleaners.com/,+1 212-828-5681,NYC - Clothing Alterations & Repair,Circular NYC.kml
My Custom Tailor (no alterations),"244, Madison, Ave, New York, NY, 10016",New York,NY,https://www.mycustomtailor.com/,+1 646-257-5886,NYC - Clothing Alterations & Repair,Circular NYC.kml
Denim Therapy,"152, 36th, St., Lobby, New York, NY, 10018","Lobby, New York",NY,http://denimtherapy.com/,+1 347-935-0089,NYC - Clothing Alterations & Repair,Circular NYC.kml
Capriani's Tailors,"889, 9th, Ave, New York, NY, 10019",New York,NY,http://caprianis.com/,+1 212-245-8888,NYC - Clothing Alterations & Repair,Circular NYC.kml
Best Stitch Tailoring,"147, 35th, St, New York, NY, 10001",New York,NY,https://www.google.com/search?q=Best Stitch Tailoring,+1 646-642-5288,NYC - Clothing Alterations & Repair,Circular NYC.kml
Ramon Tailor Shop,"110, Forsyth, St, New York, NY, 10002",New York,NY,https://www.google.com/search?q=Ramon Tailor Shop,+1 212-431-0880,NYC - Clothing Alterations & Repair,Circular NYC.kml
My Metro Fit,"1675, York, Ave, New York, NY, 10128",New York,NY,https://mymetrofit.com/,+1 219-797-7775,NYC - Clothing Alterations & Repair,Circular NYC.kml
LNC Tailor Shop,"83, Baxter, St, New York, NY, 10013",New York,NY,https://www.google.com/search?q=LNC Tailor Shop,+1 212-406-9527,NYC - Clothing Alterations & Repair,Circular NYC.kml
Wagner's Tailoring,"141, Fulton, St, New York, NY, 10038",New York,NY,https://www.google.com/search?q=Wagner's Tailoring,+1 212-608-3404,NYC - Clothing Alterations & Repair,Circular NYC.kml
Sew Elegant Bridal,"108, 39th, St, New York, NY, 10018",New York,NY,http://www.sewelegantny.com/,+1 212-764-1701,NYC - Clothing Alterations & Repair,Circular NYC.kml
Imparali Custom Tailors,"535, 5th, Ave, New York, NY, 10017",New York,NY,http://imparali.com/,+1 212-245-5555,NYC - Clothing Alterations & Repair,Circular NYC.kml
P J D Custom Tailoring & Alterations,"152, 36th, St., New York, NY, 10018",New York,NY,https://www.google.com/search?q=P J D Custom Tailoring & Alterations,+1 212-706-4062,NYC - Clothing Alterations & Repair,Circular NYC.kml
"Cameo Cleaners - New York, NY","1011, Lexington, Ave, New York, NY, 10021",New York,NY,https://cameocleaners.com/,+1 212-677-3949,NYC - Clothing Alterations & Repair,Circular NYC.kml
VITTONE TAILORS,"213, 35th, St, New York, NY, 10001",New York,NY,http://www.vittoneusa.com/,+1 212-630-9968,NYC - Clothing Alterations & Repair,Circular NYC.kml
Allen Tailor & Cleaning,"150, Allen, St, New York, NY, 10002",New York,NY,https://www.google.com/search?q=Allen Tailor & Cleaning,+1 212-475-2454,NYC - Clothing Alterations & Repair,Circular NYC.kml
Lai's Royal Tailoring,"118-122, Baxter, St, New York, NY, 10013",New York,NY,http://laistailoring.com/,+1 917-838-0812,NYC - Clothing Alterations & Repair,Circular NYC.kml
Expert Tailoring,"160, Allen, St, New York, NY, 10002",New York,NY,https://www.google.com/search?q=Expert Tailoring,+1 212-254-1151,NYC - Clothing Alterations & Repair,Circular NYC.kml
Tailor Home,"291, Stockholm, St, Brooklyn, NY, 11237",Brooklyn,NY,http://www.tailorhome.com/,+1 347-743-6323,NYC - Clothing Alterations & Repair,Circular NYC.kml
Eunice Tailor & Cleaners Inc,"122, 42nd, St, New York, NY, 10168",New York,NY,https://www.google.com/search?q=Eunice Tailor & Cleaners Inc,+1 212-557-7175,NYC - Clothing Alterations & Repair,Circular NYC.kml
Ignacio's Tailor,"119, 60th, St, New York, NY, 10022",New York,NY,https://www.google.com/search?q=Ignacio's Tailor,+1 212-758-2747,NYC - Clothing Alterations & Repair,Circular NYC.kml
Landmark Cleaners,"2345, Broadway, New York, NY, 10024",New York,NY,https://landmarkcleaners.business.site/%3Fm%3Dtrue,+1 212-787-7617 ext. 7735,NYC - Clothing Alterations & Repair,Circular NYC.kml
Joseph Tailor Shop Inc,"139, Fulton, St, New York, NY, 10038",New York,NY,https://www.google.com/search?q=Joseph Tailor Shop Inc,+1 212-227-1711,NYC - Clothing Alterations & Repair,Circular NYC.kml
Alex Tailor Shop,"29, John, St, New York, NY, 10038",New York,NY,https://www.google.com/search?q=Alex Tailor Shop,+1 212-693-0588,NYC - Clothing Alterations & Repair,Circular NYC.kml
Gramercy Tailor,"210, 23rd, St, New York, NY, 10010",New York,NY,https://gramercy-tailor.square.site/,+1 212-837-1631,NYC - Clothing Alterations & Repair,Circular NYC.kml
Swan Cleaners and Alterations 72nd,"200, 72nd, St, New York, NY, 10021",New York,NY,https://swanscleaners.business.site/,+1 212-249-1433,NYC - Clothing Alterations & Repair,Circular NYC.kml
Bridal Alterations by Bridal MD,"745, 5th, Ave, New York, NY, 10151",New York,NY,http://bridalmd.com/,+1 323-404-4487,NYC - Clothing Alterations & Repair,Circular NYC.kml
UptownTailors,"354, St Nicholas, Ave, New York, NY, 10027",New York,NY,http://uptowntailors.com/,+1 917-232-5083,NYC - Clothing Alterations & Repair,Circular NYC.kml
Denim Surgeon,"152, 36th, St., Lobby, New York, NY, 10018","Lobby, New York",NY,http://www.denimsurgeon.com/,+1 646-770-3364,NYC - Clothing Alterations & Repair,Circular NYC.kml
FCO Tailor Shop,"147, 35th, St, New York, NY, 10001",New York,NY,http://www.fcotailorshop.com/,+1 212-706-4016,NYC - Clothing Alterations & Repair,Circular NYC.kml
Nadin Fashion Alteration Inc.,"130, 57th, St, New York, NY, 10019",New York,NY,http://www.nadinfashionalteration.com/,+1 347-737-1539,NYC - Clothing Alterations & Repair,Circular NYC.kml
Custom Men,"144, 44th, St, New York, NY, 10017",New York,NY,https://custommen.com/,+1 212-767-0545,NYC - Clothing Alterations & Repair,Circular NYC.kml
Ban Custom Tailor,"1544, 1st, Ave., New York, NY, 10028",New York,NY,http://www.banstailor.com/,+1 212-570-0444,NYC - Clothing Alterations & Repair,Circular NYC.kml
Dani New York Inc,"224, 30th, St, New York, NY, 10001",New York,NY,http://danialterations.com/,+1 212-366-1572,NYC - Clothing Alterations & Repair,Circular NYC.kml
Taz the Tailor,"429, 82nd, St, New York, NY, 10028",New York,NY,https://www.google.com/search?q=Taz the Tailor,Not Available,NYC - Clothing Alterations & Repair,Circular NYC.kml
Alan David Custom Suits NYC,"16, 40th, St, New York, NY, 10016",New York,NY,https://www.alandavid.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_term%3Dgmb,+1 212-227-4040,NYC - Clothing Alterations & Repair,Circular NYC.kml
Ellen's Couture,"336, 37th, St, New York, NY, 10018",New York,NY,http://www.ellenscouture.com/,+1 212-496-8800,NYC - Clothing Alterations & Repair,Circular NYC.kml
Mandana Boutique Tailor & Alterations,"1175, Lexington, Ave, New York, NY, 10028",New York,NY,http://mandanaboutique.com/,+1 212-988-0800,NYC - Clothing Alterations & Repair,Circular NYC.kml
34 Organic Cleaner,"328, 34th, St, New York, NY, 10016",New York,NY,https://www.abcmetrocleaner.com/,+1 212-696-4552,NYC - Clothing Alterations & Repair,Circular NYC.kml
Mohan's Custom Tailors,"301, Madison, Ave, New York, NY, 10017",New York,NY,http://www.mohancustomtailors.com/,+1 212-697-0050,NYC - Clothing Alterations & Repair,Circular NYC.kml
Hill Cleaners Inc,"160, 55th, St, New York, NY, 10022",New York,NY,https://www.hillcleanersfiftyfive.com/,+1 212-371-8808,NYC - Clothing Alterations & Repair,Circular NYC.kml
The Tailory New York - Custom Suits NYC - Bespoke Tailor,"511, Canal, St, New York, NY, 10013",New York,NY,https://thetailorynyc.com/,+1 212-813-1014,NYC - Clothing Alterations & Repair,Circular NYC.kml
Chasing Tailor,"566, Lorimer, St, Brooklyn, NY, 11211",Brooklyn,NY,http://www.chasingtailor.com/,+1 917-566-1450,NYC - Clothing Alterations & Repair,Circular NYC.kml
Zohreh Uomo Inc,"220, 54th, St, New York, NY, 10022",New York,NY,https://www.zohrehuomo.com/history,+1 212-308-2090,NYC - Clothing Alterations & Repair,Circular NYC.kml
Jin's French Cleaners,"260, 52nd, St, New York, NY, 10019",New York,NY,https://jinsfrenchcleaners.com/,+1 212-582-8313,NYC - Clothing Alterations & Repair,Circular NYC.kml
85 Custom Tailor,"226, 85th, St, New York, NY, 10028",New York,NY,https://www.google.com/search?q=85 Custom Tailor,+1 212-452-4282,NYC - Clothing Alterations & Repair,Circular NYC.kml
Bhambi’s Custom Tailors,"14, 60th, St, New York, NY, 10022",New York,NY,http://bhambis.com/,+1 212-935-5379,NYC - Clothing Alterations & Repair,Circular NYC.kml
Abe's Formal Wear,"1013, 6th, Ave, New York, NY, 10018",New York,NY,http://www.abestuxedo.com/,+1 212-921-1193,NYC - Clothing Alterations & Repair,Circular NYC.kml
J.Ping Custom Tailors and Shirtmakers,"242, 77th, St, New York, NY, 10075",New York,NY,https://jpingbespoked.com/,+1 212-717-9412,NYC - Clothing Alterations & Repair,Circular NYC.kml
Natasha Tailor,"477, Madison, Ave, New York, NY, 10022",New York,NY,http://natashatailor.com/,+1 347-684-1195,NYC - Clothing Alterations & Repair,Circular NYC.kml
LaModa Custom Tailors,"8202, Lefferts, Blvd, Queens, NY, 11415",Queens,NY,http://www.lamodacustomtailor.com/,+1 718-805-6600,NYC - Clothing Alterations & Repair,Circular NYC.kml
CARELABEL DRY CLEAN & ALTERATIONS,"212A, 3rd, Ave, New York, NY, 10003",New York,NY,https://www.google.com/search?q=CARELABEL DRY CLEAN & ALTERATIONS,+1 212-674-7030,NYC - Clothing Alterations & Repair,Circular NYC.kml
DryClean NYC,"61, Malcolm X, Blvd, New York, NY, 10026",New York,NY,https://drycleannyc.com/,+1 212-864-2571,NYC - Clothing Alterations & Repair,Circular NYC.kml
On Call Tailor Alterations and Custom,"545, 5th, Ave, New York, NY, 10017",New York,NY,https://www.oncalltailor.com/,+1 718-496-9396,NYC - Clothing Alterations & Repair,Circular NYC.kml
Alteration Concept,"129, Perry, St, New York, NY, 10014",New York,NY,http://alterationconceptwestvillage.com/,+1 212-414-9200,NYC - Clothing Alterations & Repair,Circular NYC.kml
Eva Joan,"28, Jane, St, New York, NY, 10014",New York,NY,http://www.evajoanrepair.com/,+1 212-837-2473,NYC - Clothing Alterations & Repair,Circular NYC.kml
JULIETTE CLEANERS,"247, 87th, St, New York, NY, 10024",New York,NY,http://www.juliettecleaners.com/,+1 212-877-9863,NYC - Clothing Alterations & Repair,Circular NYC.kml
VC Cleaners Madison Ave,"1644, Madison, Ave, New York, NY, 10029",New York,NY,https://www.google.com/search?q=VC Cleaners Madison Ave,+1 347-777-6968,NYC - Clothing Alterations & Repair,Circular NYC.kml
Milano’s Tailors,"796, Lexington, Ave, New York, NY, 10065",New York,NY,https://www.google.com/search?q=Milano’s Tailors,+1 212-888-3233,NYC - Clothing Alterations & Repair,Circular NYC.kml
L&S Custom Tailors,"138, 61st, St, New York, NY, 10065",New York,NY,http://www.lstailors.com/,+1 212-752-1638,NYC - Clothing Alterations & Repair,Circular NYC.kml
Larry Custom Tailors and Alterations,"463, 7th, Ave, New York, NY, 10018",New York,NY,https://www.google.com/search?q=Larry Custom Tailors and Alterations,+1 212-967-3493,NYC - Clothing Alterations & Repair,Circular NYC.kml
Michael Andrews Bespoke,"2, Great Jones, Alley, New York, NY, 10012",New York,NY,https://www.michaelandrews.com/,+1 212-677-1755,NYC - Clothing Alterations & Repair,Circular NYC.kml
Todd Layne Cleaners & Laundromat,"242, 77th, St, New York, NY, 10075",New York,NY,http://www.toddlaynecleaners.com/,+1 646-661-4777,NYC - Clothing Alterations & Repair,Circular NYC.kml
